ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2331764,Whirlpool,WFW560CH**,,883049456850,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh,",Residential,4.3,,27.0,,2.76,1.84,123,3.2,4.7,4097,,,,,,,,None,No,,,,No,,12/03/2018,08/24/2018,"United States, Canada",ES_15649_WFW560CH**_10142018184540_2740679,No
2331766,Whirlpool,WFW5620H**,,883049456843,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh, Steam Clean",Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_1129244_WED5620H**_10142018194920_6560520, ES_1129244_WGD5620H**_10142018203626_9386288",12/03/2018,08/24/2018,"United States, Canada",ES_15649_WFW5620H**_10142018184621_2781148,No
3554700,Whirlpool,WFW5720R**,",,(base model H24JAL50(3B))",883049692814,Front Load,,Sanitize Option,Residential,4.5,39.00,27.0,32.00,2.76,1.84,140,3.2,4.7,4248,,,,,,,,,No,,,,Yes,ES_22856_WGD5720R**_071820241642310_9728261,07/15/2024,07/18/2024,"United States, Canada",ES_22856_WFW5720R**_071120242047727_5001526,No
2383890,Whirlpool,WFW6605M**,,883049625836,Front Load,,Steam Cycle,Residential,5,,27.0,,2.76,1.84,150,3.2,4.7,4720,,,,,,,,None,No,,,,Yes,ES_22856_WED6605M**_091520211624661_5022600,10/15/2021,08/31/2021,United States,ES_22856_WFW6605M**_083120210749788_5800549,No
2331767,Whirlpool,WFW6620H**,,883049456867,Front Load,,"Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh, Steam Clean",Residential,4.5,,27.0,,2.76,1.84,139,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_1129244_WED6620H**_10142018194427_6267487, ES_1129244_WGD6620H**_10142018203415_9255137",12/03/2018,08/24/2018,"United States, Canada",ES_15649_WFW6620H**_10142018184846_2926289,No
3555487,Whirlpool,WFW6720R**,",,(base model H24JAK50(3B)",883049692838,Front Load,,Sanitize Option,Residential,5,39.00,27.0,32.00,2.76,1.84,140,3.2,4.7,4720,,,,,,,,Wrinkle prevention option,No,,,,Yes,ES_22856_YWED6720R**_010920251438374_2785179,08/01/2024,07/26/2024,"United States, Canada",ES_22856_WFW6720R**_072320241350124_3493219,No
2310326,Whirlpool,WFW7540F**,,883049384528,Front Load,,Delayed Start,Residential,4.5,,27.0,,2.92,1.84,88,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED75HEFW*_05032016215846_2726787,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW7540F**_04262016220902_8542656,No
2310327,Whirlpool,WFW92HEF**,",WFW92HEFW,",883049384559,Front Load,,"Delayed Start,Steam for Stains, Fan Fresh, Eco Boost",Residential,4.5,,27.0,,2.92,1.84,89,3.2,4.7,4210,,,,,,,,,No,,,,Yes,ES_22856_WED90HEFW*_05032016221206_3526236,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW92HEF**_04262016222016_9216351,No
2382221,Whirlpool,WTW500CM** (V22aAf50(3B)),,883049607726,Top Load,,Anti-Wrinkle,Residential,5.3,43.00,27.0,27.00,2.06,1.29,260,4.3,8.4,6761,,,,,,,,None,No,,,,No,,09/04/2021,07/19/2021,"United States, Canada",ES_22856_WTW500CM** (V22aAf50(3B))_071320211017315_9933053,No
2428399,Whirlpool,WTW6150P**,,883049678900,Top Load,,Anti-Wrinkle,Residential,5.3,43.00,27.0,27.00,2.06,1.29,260,4.3,8.4,6761,,,,,,,,,No,,,,No,,05/01/2023,03/17/2023,"United States, Canada",ES_22856_WTW6150P** (base model V22aAf50(3B)_03142023165360_6042150,No
2447108,Whirlpool,WTW6157P**,",,V23aAf50(3B)",883049678931,Top Load,,Anti-Wrinkle,Residential,5.3,43.00,27.0,28.00,2.06,1.29,260,4.3,8.4,6660,,,,,,,,,No,,,,No,,05/01/2023,03/23/2023,"United States, Canada",ES_22856_WTW6157P**_032020231903634_7857031,No
2346209,Whirlpool,WTW7120H**,,883049463414,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.3,,27.0,,2.06,1.29,263,4.3,8.4,6761,,,,,,,,None,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,No,,01/01/2020,09/11/2019,"United States, Canada",ES_15649_WTW7120H**_09112019230848_3328578,No
2310393,Whirlpool,WTW8000D*+,,883049330754,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8000D*+_04262016232811_3291660,No
2346210,Whirlpool,WTW8120H**,,883049463421,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.3,,27.0,,2.06,1.29,260,4.3,8.4,6761,,,,,,,,None,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_WED8120H**_09112019154848_6928419, ES_22856_WGD8120H**_09112019191722_9442434",01/01/2020,09/11/2019,"United States, Canada",ES_15649_WTW8120H**_09112019230101_2861355,No
2369158,Whirlpool,WTW8127L**,,883049606354,Top Load,,"Delayed Start,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Wrinkle Control, Delicate Cycle, Sanitize w/Oxi",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,No,,,,Yes,"ES_22856_WED8127L**_10132020195006_8606018, ES_22856_WGD8127L**_10132020201620_0180688",12/01/2020,11/05/2020,"United States, Canada",ES_22856_WTW8127L**_11052020191640_3800065,No
