ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Fuel,Vent Type,Storage Volume (gallons),First Hour Rating (gallons),Maximum Gallons Per Minute,Minimum Gallons Per Minute,Draw Pattern (Intended Usage),Uniform Energy Factor (UEF),Therms/year for Natural Gas,Gallons/year for Propane,Max. Input Rate for Gas Products (Btu/hr),Max. Amps,Recovery Efficiency (%),Tank Height (inches),Height to Vent (inches),Tank Diameter (inches),Vent Size 1 (inches),Vent Size 2 (inches),Water Heater Depth (inches),Water Heater Height (inches),Water Heater Width (inches),Connected Capable,Connects Using,DR Protocol,Communication Hardware Architecture,Load Up Functionality,Optional Operational Mode Functionality,Time of Use Schedule,Primary Communication Module/Device Brand Name and Model Number,Is Broadband Internet Connection Needed for Demand Response?,Refrigerant Type,Refrigerant with GWP,Sound Pressure Level,Date Available On Market,Date Certified,Markets,CB Model Identifier,Tax Credit Eligible
3798668,A.O. Smith Corporation,American,GPCX-50L 1**,PCG82-50S65L 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,03/03/2025,"United States, Canada",ES_92897_PCG82-50S65L 1**_08292024003140_9722530,Yes
2408767,A.O. Smith Corporation,A. O. Smith,GC6-PS4050*V 1**,GC6-PS4050*V 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GC6-PS4050*V 1**_02212023100216_381597,Yes
2408762,A.O. Smith Corporation,A. O. Smith,GC6-PS5065*V 1**,GC6-PS5065*V 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GC6-PS5065*V 1**_02212023100217_5079421,Yes
3798675,A.O. Smith Corporation,A. O. Smith,GPCT-40L 1**,GC9-PS4050NV 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_GC9-PS4050NV 1**_08292024003144_5792922,Yes
3798669,A.O. Smith Corporation,A. O. Smith,GPCX-50L 1**,GC9-PS5065NV 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,03/03/2025,"United States, Canada",ES_92897_GC9-PS5065NV 1**_08292024003142_5339446,Yes
2408766,A.O. Smith Corporation,A. O. Smith,GPCC-40L 1**,GPCC-40L 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GPCC-40L 1**_02212023100216_2581508,Yes
2408761,A.O. Smith Corporation,A. O. Smith,GPCC-50L 1**,GPCC-50L 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GPCC-50L 1**_02212023100217_3007255,Yes
2408769,A.O. Smith Corporation,A. O. Smith,GPCT-40L 1**,GPCT-40L 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GPCT-40L 1**_02212023100215_8415490,Yes
2408768,A.O. Smith Corporation,A. O. Smith,GPCX-50L 1**,GPCX-50L 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GPCX-50L 1**_02212023100215_4838316,Yes
2408764,A.O. Smith Corporation,RELIANCE WATER HEATERS,6-40-*RPCS 1**,6-40-*RPCS 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_6-40-*RPCS 1**_02212023100216_3331666,Yes
2408759,A.O. Smith Corporation,RELIANCE WATER HEATERS,PCG62-50S65L 1**,6-50-*XPCS 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_6-50-*XPCS 1**_02212023100217_4474057,Yes
3798674,A.O. Smith Corporation,RELIANCE WATER HEATERS,GPCT-40L 1**,9-40-YRPCS 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_9-40-YRPCS 1**_08292024003144_8080768,Yes
3798671,A.O. Smith Corporation,RELIANCE WATER HEATERS,GPCX-50L 1**,9-50-YXPCS 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_9-50-YXPCS 1**_08292024003142_8470820,Yes
3798670,A.O. Smith Corporation,A. O. Smith,GPCT-40L 1**,HPCT-40L 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_HPCT-40L 1**_08292024003142_7703819,Yes
3798667,A.O. Smith Corporation,A. O. Smith,GPCX-50L 1**,HPCX-50L 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_HPCX-50L 1**_08292024003135_2208719,Yes
2408757,A.O. Smith Corporation,Envirosense,ENV-40N 1**,ENV-40N 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_ENV-40N 1**_02212023100218_2709904,Yes
2408754,A.O. Smith Corporation,Envirosense,ENV-50N 1**,ENV-50N 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_ENV-50N 1**_02212023100218_1409628,Yes
2408756,A.O. Smith Corporation,Envirosense Enercare,ENV-40N-ENER 1**,ENV-40N-ENER 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_ENV-40N-ENER 1**_02212023100218_5324429,Yes
2408753,A.O. Smith Corporation,Envirosense Enercare,ENV-50N-ENER 1**,ENV-50N-ENER 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_ENV-50N-ENER 1**_02212023100219_7168671,Yes
2408755,A.O. Smith Corporation,Envirosense Reliance Home Comfort,ENV-40N-RHC 1**,ENV-40N-RHC 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_ENV-40N-RHC 1**_02212023100218_8269496,Yes
2408474,A.O. Smith Corporation,Envirosense Reliance Home Comfort,ENV-50N-RHC 1**,ENV-50N-RHC 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_ENV-50N-RHC 1**_02212023100219_2406224,Yes
2408763,A.O. Smith Corporation,State,GP6-40-*RPCS 1**,GP6-40-*RPCSL 1**,,,Gas Storage,Natural Gas,Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GP6-40-*RPCSL 1**_02212023100216_672687,Yes
2408758,A.O. Smith Corporation,State,PCG62-50S65L 1**,GP6-50-*XPCSL 1**,,,Gas Storage,Natural Gas,Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,02/23/2023,"United States, Canada",ES_92897_GP6-50-*XPCSL 1**_02212023100217_2084569,Yes
3798672,A.O. Smith Corporation,State,GPCT-40L 1**,GP8-40-YRPCSL 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,38,86,,,High-Usage,0.9,188,205.46,50000,2,91,44.7,21.5,22,2,3,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_GP8-40-YRPCSL 1**_08292024003144_8176046,Yes
3798666,A.O. Smith Corporation,State,GPCX-50L 1**,GP8-50-YXPCSL 1**,,,Gas Storage,"Natural Gas, Propane",Power Vent,49,118,,,High-Usage,0.9,188,205.46,65000,2,92,54.5,23.5,22,3,4,,,,No,,,,,,,,,,,,10/01/2021,11/13/2024,"United States, Canada",ES_92897_GP8-50-YXPCSL 1**_08292024003135_9183297,Yes
3555202,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,12PROG 40-50P FD HE EC3,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/07/2022,11/04/2024,United States,ES_1071043_12PROG 40-50P FD HE EC3_06052024003613_4054584,Yes
3555201,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,12PROG 40-50U FD HE EC3,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/07/2022,11/04/2024,United States,ES_1071043_12PROG 40-50U FD HE EC3_06052024003613_220202,Yes
3555203,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,12PROG 50-50P FD HE EC3,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/07/2022,11/04/2024,United States,ES_1071043_12PROG 50-50P FD HE EC3_06052024003613_7907712,Yes
3555200,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,12PROG 50-50U FD HE EC3,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/07/2022,11/04/2024,United States,ES_1071043_12PROG 50-50U FD HE EC3_06052024003613_8866779,Yes
3555204,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,8PROG 40-50P FD HE EC1,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_8PROG 40-50P FD HE EC1_06052024003616_9216112,Yes
3555205,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,8PROG 40-50U FD HE EC1,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_8PROG 40-50U FD HE EC1_06052024003616_300016,Yes
3555206,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,8PROG 50-50P FD HE EC1,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_8PROG 50-50P FD HE EC1_06052024003616_4339248,Yes
3555207,"Rheem Sales Company, Inc.",Friedrich,Gas Storage,8PROG 50-50U FD HE EC1,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_8PROG 50-50U FD HE EC1_06052024003616_1911820,Yes
2408639,"Rheem Sales Company, Inc.",Rheem,Gas Storage,ECE G40-50U CN HE*,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,"United States, Canada",ES_1071043_ECE G40-50U CN HE*_02212023101546_5963104,Yes
2408633,"Rheem Sales Company, Inc.",Rheem,Gas Storage,ECE G50-50U CN HE*,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,"United States, Canada",ES_1071043_ECE G50-50U CN HE*_02212023101547_5651031,Yes
3387603,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PRO+G40-50P RH HE EC1,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G40-50P RH HE EC1_09082023003339_6361341,Yes
3387602,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PRO+G40-50U RH HE EC1,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G40-50U RH HE EC1_09082023003338_8814252,Yes
3387611,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PRO+G50-50P RH HE EC1,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G50-50P RH HE EC1_09092023003424_254816,Yes
3387610,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PRO+G50-50U RH HE EC1,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G50-50U RH HE EC1_09092023003422_5018448,Yes
2408642,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PROP G40-50* CN HE**,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,"United States, Canada",ES_1071043_PROP G40-50* CN HE**_02212023101546_2375627,Yes
2408646,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PROP G40-50* RH HE EC3,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/07/2022,11/04/2024,"United States, Canada",ES_1071043_PROP G40-50* RH HE EC3_02212023101537_480906,Yes
2408636,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PROP G50-50* CN HE**,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,"United States, Canada",ES_1071043_PROP G50-50* CN HE**_02212023101547_4024427,Yes
2408645,"Rheem Sales Company, Inc.",Rheem,Gas Storage,PROP G50-50* RH HE EC3,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/07/2022,11/04/2024,"United States, Canada",ES_1071043_PROP G50-50* RH HE EC3_02212023101537_2367824,Yes
2408641,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XG40S12UHN50*,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,"United States, Canada",ES_1071043_XG40S12UHN50*_02212023101546_3888741,Yes
3387604,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XG40T09UHN50U0,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_XG40T09UHN50U0_09082023003342_7784594,Yes
3387612,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XG50T09UHN50U0,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_XG50T09UHN50U0_09092023003428_734863,Yes
2408635,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XG50T12UHN50*,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,"United States, Canada",ES_1071043_XG50T12UHN50*_02212023101547_6927934,Yes
2408640,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XP40S12UHC50*,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,United States,ES_1071043_XP40S12UHC50*_02212023101546_5060321,Yes
3387605,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XP40T09UHC50U0,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_XP40T09UHC50U0_09082023003347_9506219,Yes
3387614,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XP50T09UHN50U0,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_XP50T09UHN50U0_09092023003429_6235912,Yes
2408634,"Rheem Sales Company, Inc.",Rheem,Gas Storage,XP50T12UHC50*,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,United States,ES_1071043_XP50T12UHC50*_02212023101547_1818632,Yes
2408637,"Rheem Sales Company, Inc.",Richmond,Gas Storage,12GUH40-50F*,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,United States,ES_1071043_12GUH40-50F*_02212023101546_9416007,Yes
2408631,"Rheem Sales Company, Inc.",Richmond,Gas Storage,12GUH50-50F*,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,United States,ES_1071043_12GUH50-50F*_02212023101548_3738271,Yes
3387616,"Rheem Sales Company, Inc.",Richmond,Gas Storage,9GUH40-50FN,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_9GUH40-50FN_09092023003430_570032,Yes
3387972,"Rheem Sales Company, Inc.",Richmond,Gas Storage,9GUH40-50FP,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_9GUH40-50FP_09092023003430_1000202,Yes
3387608,"Rheem Sales Company, Inc.",Richmond,Gas Storage,9GUH50-50FN,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_9GUH50-50FN_09082023003352_9876440,Yes
3387609,"Rheem Sales Company, Inc.",Richmond,Gas Storage,9GUH50-50FP,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_9GUH50-50FP_09082023003352_728942,Yes
3387615,"Rheem Sales Company, Inc.",Ruud,Gas Storage,PRO+G40-50P RU HE EC1,,,Gas Storage,Propane,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G40-50P RU HE EC1_09092023003429_2860658,Yes
3387613,"Rheem Sales Company, Inc.",Ruud,Gas Storage,PRO+G40-50U RU HE EC1,,,Gas Storage,Natural Gas,Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G40-50U RU HE EC1_09092023003429_4236373,Yes
3387607,"Rheem Sales Company, Inc.",Ruud,Gas Storage,PRO+G50-50P RU HE EC1,,,Gas Storage,Propane,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G50-50P RU HE EC1_09082023003352_788394,Yes
3387606,"Rheem Sales Company, Inc.",Ruud,Gas Storage,PRO+G50-50U RU HE EC1,,,Gas Storage,Natural Gas,Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,10/23/2023,11/04/2024,United States,ES_1071043_PRO+G50-50U RU HE EC1_09082023003351_1511485,Yes
2408638,"Rheem Sales Company, Inc.",Ruud,Gas Storage,PROU G40-50* RU HE EC3,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,40,88,,,High-Usage,0.9,188,205.46,50000,7,97,54.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,United States,ES_1071043_PROU G40-50* RU HE EC3_02212023101546_990132,Yes
2408632,"Rheem Sales Company, Inc.",Ruud,Gas Storage,PROU G50-50* RU HE EC3,,,Gas Storage,"Natural Gas, Propane",Power Direct Vent,50,95,,,High-Usage,0.88,192,209.83,50000,7,94,65.5,10,21.8,2,3,,,,No,,,,,,,,,,,,11/14/2022,11/04/2024,United States,ES_1071043_PROU G50-50* RU HE EC3_02212023101547_2388741,Yes
2408665,A.O. Smith Corporation,American,T-H3-OS-N 1**,MCT-199O-N 1**,,,Gas Tankless,Natural Gas,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_MCT-199O-N 1**_02212023100548_4951465,Yes
2408662,A.O. Smith Corporation,American,T-H3-OS-N 1**,MCT-199O-P 1*1,,,Gas Tankless,Propane,Power Vent,,,5.8,1,High-Usage,0.95,178,194.53,199000,5,,,,,3,,11,22,18,No,,,,,,,,,,,,10/29/2018,02/23/2023,United States,ES_92897_MCT-199O-P 1*1_02212023100548_2815775,Yes
2862489,A.O. Smith Corporation,American,ATHR-160M 1**,MTHR-160M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_MTHR-160M 1**_12152023003248_4736157,Yes
2862486,A.O. Smith Corporation,American,ATHR-160M 1**,MTHR-160X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_MTHR-160X3 1**_12152023003248_8142247,Yes
2865535,A.O. Smith Corporation,American,ATHR-180M 1**,MTHR-180M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_MTHR-180M 1**_12152023003241_1744130,Yes
2864534,A.O. Smith Corporation,American,ATHR-180M 1**,MTHR-180X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.3,1,High-Usage,0.95,178,194.53,180000,5,97,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_MTHR-180X3 1**_12152023003243_1184462,Yes
2867540,A.O. Smith Corporation,American,ATHR-199M 1**,MTHR-199M 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_MTHR-199M 1**_12182023133809_9217392,Yes
2862503,A.O. Smith Corporation,American,ATHR-199M 1**,MTHR-199X3 1**,,,Gas Tankless,"Natural Gas, Propane","Power Vent,Power Direct Vent",1,,5.9,1,High-Usage,0.95,178,194.53,199000,5,98,1,1,1,3,2,16,27,17,No,,,,,,,,,,,,02/01/2024,12/18/2023,"United States, Canada",ES_92897_MTHR-199X3 1**_12152023003233_4787707,Yes
4015966,A.O. Smith Corporation,American,ATM-160M-N 1**,MTM-160M-N 1**,,,Gas Tankless,Natural Gas,"Power Vent,Power Direct Vent",1,,4.8,1,High-Usage,0.95,178,194.53,160000,5,96,1,1,1,3,2,12,27,17.3,No,,,,,,,,,,,,05/15/2025,04/21/2025,"United States, Canada",ES_92897_MTM-160M-N 1**_04102025015607_25217226657,Yes
